date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:02	26919/26919	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2004:33:26%20GMT	https://freebw.com/templates/royate/sign-in.html	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/sign-in.html	(from https://freebw.com/templates/royate/index.html)
17:25:03	26328/26328	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2004:33:28%20GMT	https://freebw.com/templates/royate/sign-up.html	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/sign-up.html	(from https://freebw.com/templates/royate/index.html)
17:25:03	38897/38897	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2004:32:53%20GMT	https://freebw.com/templates/royate/checkout.html	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/checkout.html	(from https://freebw.com/templates/royate/index.html)
17:25:03	1322/1322	---MCZ	200	added ('OK')	image/png	etag:W/%225cadd057-52a%22	https://freebw.com/templates/royate/images/notify.png	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/notify.png	(from https://freebw.com/templates/royate/index.html)
17:25:04	122003/122003	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd0e9-1dc93%22	https://freebw.com/templates/royate/images/widget-cart-thumb-1.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/widget-cart-thumb-1.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:04	118592/118592	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd0ea-1cf40%22	https://freebw.com/templates/royate/images/widget-cart-thumb-2.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/widget-cart-thumb-2.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:04	3110/3110	---MCZ	200	added ('OK')	image/png	etag:W/%225cadd02f-c26%22	https://freebw.com/templates/royate/images/logo-menu-sidebar.png	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/logo-menu-sidebar.png	(from https://freebw.com/templates/royate/index.html)
17:25:04	14251/14251	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd041-37ab%22	https://freebw.com/templates/royate/images/menu-sidebar-slide-1.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/menu-sidebar-slide-1.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:04	29771/29771	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd041-744b%22	https://freebw.com/templates/royate/images/menu-sidebar-slide-2.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/menu-sidebar-slide-2.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:05	29458/29458	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd042-7312%22	https://freebw.com/templates/royate/images/menu-sidebar-slide-3.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/menu-sidebar-slide-3.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:05	145406/145406	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd0a7-237fe%22	https://freebw.com/templates/royate/images/slideshow-1.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/slideshow-1.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:05	114111/114111	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd07a-1bdbf%22	https://freebw.com/templates/royate/images/post-thumb-1.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/post-thumb-1.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:05	156972/156972	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd07b-2652c%22	https://freebw.com/templates/royate/images/post-thumb-2.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/post-thumb-2.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:05	130235/130235	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cadd07b-1fcbb%22	https://freebw.com/templates/royate/images/post-thumb-3.jpg	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/post-thumb-3.jpg	(from https://freebw.com/templates/royate/index.html)
17:25:06	2053/2053	---MCZ	200	added ('OK')	image/png	etag:W/%225cadd033-805%22	https://freebw.com/templates/royate/images/main-course.png	F:/Sunny's%20Documents/Restaurant_demo_3rd/freebw.com/templates/royate/images/main-course.png	(from https://freebw.com/templates/royate/index.html)
